A new study created in memory with name: PCA_LGBM
Trial 0 finished with value: 0.7666666666666666 and parameters: {'num_leaves': 328, 'max_depth': 0, 'learning_rate': 0.03319866038889897, 'n_estimators': 464, 'colsample_bytree': 0.2748010888729895}. Best is trial 0 with value: 0.7666666666666666.
Trial 20 finished with value: 0.85 and parameters: {'num_leaves': 556, 'max_depth': 5, 'learning_rate': 0.20913313346951903, 'n_estimators': 60, 'colsample_bytree': 0.5396121859132647}. Best is trial 17 with value: 0.8666666666666666.
Trial 21 finished with value: 0.8166666666666667 and parameters: {'num_leaves': 557, 'max_depth': 5, 'learning_rate': 0.21485720096548208, 'n_estimators': 53, 'colsample_bytree': 0.5580995316068298}. Best is trial 17 with value: 0.8666666666666666.
Trial 22 finished with value: 0.8333333333333334 and parameters: {'num_leaves': 567, 'max_depth': 9, 'learning_rate': 0.21030217494331546, 'n_estimators': 206, 'colsample_bytree': 0.6656766531185091}. Best is trial 17 with value: 0.8666666666666666.
Trial 23 finished with value: 0.85 and parameters: {'num_leaves': 826, 'max_depth': 6, 'learning_rate': 0.2977692189040719, 'n_estimators': 203, 'colsample_bytree': 0.5367807225731428}. Best is trial 17 with value: 0.8666666666666666.
Trial 24 finished with value: 0.8 and parameters: {'num_leaves': 1051, 'max_depth': 3, 'learning_rate': 0.1392810437387347, 'n_estimators': 85, 'colsample_bytree': 0.5874079402962485}. Best is trial 17 with value: 0.8666666666666666.
Trial 25 finished with value: 0.8166666666666667 and parameters: {'num_leaves': 632, 'max_depth': 7, 'learning_rate': 0.21976388516273024, 'n_estimators': 980, 'colsample_bytree': 0.656929843959975}. Best is trial 17 with value: 0.8666666666666666.
Trial 26 finished with value: 0.85 and parameters: {'num_leaves': 403, 'max_depth': 9, 'learning_rate': 0.17765529404074842, 'n_estimators': 197, 'colsample_bytree': 0.500355671418721}. Best is trial 17 with value: 0.8666666666666666.
Trial 27 finished with value: 0.8666666666666666 and parameters: {'num_leaves': 869, 'max_depth': 6, 'learning_rate': 0.22496295737510386, 'n_estimators': 407, 'colsample_bytree': 0.6232807932661512}. Best is trial 17 with value: 0.8666666666666666.
Trial 28 finished with value: 0.8166666666666667 and parameters: {'num_leaves': 1497, 'max_depth': 7, 'learning_rate': 0.2971949345360298, 'n_estimators': 392, 'colsample_bytree': 0.7289421314312126}. Best is trial 17 with value: 0.8666666666666666.
Trial 29 finished with value: 0.85 and parameters: {'num_leaves': 873, 'max_depth': 12, 'learning_rate': 0.13491993202631844, 'n_estimators': 473, 'colsample_bytree': 0.620778073133974}. Best is trial 17 with value: 0.8666666666666666.
Trial 30 finished with value: 0.8 and parameters: {'num_leaves': 1282, 'max_depth': 9, 'learning_rate': 0.23943781797260516, 'n_estimators': 500, 'colsample_bytree': 0.34339868784443206}. Best is trial 17 with value: 0.8666666666666666.
Trial 31 finished with value: 0.65 and parameters: {'num_leaves': 324, 'max_depth': 5, 'learning_rate': 0.214930609712085, 'n_estimators': 119, 'colsample_bytree': 0.217765905332857}. Best is trial 17 with value: 0.8666666666666666.
Trial 32 finished with value: 0.8333333333333333 and parameters: {'num_leaves': 1051, 'max_depth': 6, 'learning_rate': 0.16243272959476598, 'n_estimators': 52, 'colsample_bytree': 0.5535633914255393}. Best is trial 17 with value: 0.8666666666666666.
Trial 33 finished with value: 0.8333333333333334 and parameters: {'num_leaves': 659, 'max_depth': 3, 'learning_rate': 0.24548389681481356, 'n_estimators': 182, 'colsample_bytree': 0.7202930384729209}. Best is trial 17 with value: 0.8666666666666666.
Trial 34 finished with value: 0.8166666666666667 and parameters: {'num_leaves': 887, 'max_depth': 8, 'learning_rate': 0.07946061820396239, 'n_estimators': 132, 'colsample_bytree': 0.6108042522286867}. Best is trial 17 with value: 0.8666666666666666.
Trial 35 finished with value: 0.8333333333333334 and parameters: {'num_leaves': 274, 'max_depth': 6, 'learning_rate': 0.18757757756596075, 'n_estimators': 235, 'colsample_bytree': 0.7053791306738232}. Best is trial 17 with value: 0.8666666666666666.
Trial 36 finished with value: 0.8333333333333334 and parameters: {'num_leaves': 552, 'max_depth': 4, 'learning_rate': 0.2412514944001659, 'n_estimators': 726, 'colsample_bytree': 0.6376968624538982}. Best is trial 17 with value: 0.8666666666666666.
Trial 37 finished with value: 0.85 and parameters: {'num_leaves': 789, 'max_depth': 10, 'learning_rate': 0.14791090323311967, 'n_estimators': 382, 'colsample_bytree': 0.5658303100228845}. Best is trial 17 with value: 0.8666666666666666.
Trial 38 finished with value: 0.8166666666666667 and parameters: {'num_leaves': 453, 'max_depth': 1, 'learning_rate': 0.1953421947337566, 'n_estimators': 158, 'colsample_bytree': 0.6931840997503278}. Best is trial 17 with value: 0.8666666666666666.
Trial 39 finished with value: 0.85 and parameters: {'num_leaves': 1053, 'max_depth': 7, 'learning_rate': 0.062141906376851, 'n_estimators': 247, 'colsample_bytree': 0.5308089839025988}. Best is trial 17 with value: 0.8666666666666666.
Trial 40 finished with value: 0.8166666666666667 and parameters: {'num_leaves': 1205, 'max_depth': 10, 'learning_rate': 0.12314703175459349, 'n_estimators': 105, 'colsample_bytree': 0.7573218579086602}. Best is trial 17 with value: 0.8666666666666666.
Trial 41 finished with value: 0.85 and parameters: {'num_leaves': 841, 'max_depth': 6, 'learning_rate': 0.28640502716304406, 'n_estimators': 145, 'colsample_bytree': 0.5296112427571698}. Best is trial 17 with value: 0.8666666666666666.
Trial 42 finished with value: 0.8333333333333334 and parameters: {'num_leaves': 731, 'max_depth': 4, 'learning_rate': 0.18785819786535193, 'n_estimators': 212, 'colsample_bytree': 0.6301429232269368}. Best is trial 17 with value: 0.8666666666666666.
Trial 43 finished with value: 0.8166666666666667 and parameters: {'num_leaves': 920, 'max_depth': 6, 'learning_rate': 0.25465416030277077, 'n_estimators': 96, 'colsample_bytree': 0.47076598095507044}. Best is trial 17 with value: 0.8666666666666666.
Trial 44 finished with value: 0.85 and parameters: {'num_leaves': 780, 'max_depth': 8, 'learning_rate': 0.2989804638274839, 'n_estimators': 289, 'colsample_bytree': 0.5339886289663862}. Best is trial 17 with value: 0.8666666666666666.
Trial 45 finished with value: 0.8166666666666667 and parameters: {'num_leaves': 986, 'max_depth': 3, 'learning_rate': 0.16235856249129482, 'n_estimators': 169, 'colsample_bytree': 0.5769755097039359}. Best is trial 17 with value: 0.8666666666666666.
Trial 46 finished with value: 0.8166666666666667 and parameters: {'num_leaves': 645, 'max_depth': -1, 'learning_rate': 0.24620203559357567, 'n_estimators': 558, 'colsample_bytree': 0.4616776789006165}. Best is trial 17 with value: 0.8666666666666666.
Trial 47 finished with value: 0.8333333333333334 and parameters: {'num_leaves': 1401, 'max_depth': 5, 'learning_rate': 0.19992319516869522, 'n_estimators': 99, 'colsample_bytree': 0.5037269808961073}. Best is trial 17 with value: 0.8666666666666666.
Trial 48 finished with value: 0.85 and parameters: {'num_leaves': 108, 'max_depth': 12, 'learning_rate': 0.16024401031364877, 'n_estimators': 354, 'colsample_bytree': 0.6096012100374728}. Best is trial 17 with value: 0.8666666666666666.
Trial 49 finished with value: 0.8166666666666667 and parameters: {'num_leaves': 1105, 'max_depth': 9, 'learning_rate': 0.2299372608174076, 'n_estimators': 253, 'colsample_bytree': 0.43428828907593453}. Best is trial 17 with value: 0.8666666666666666.
Trial 50 finished with value: 0.8 and parameters: {'num_leaves': 23, 'max_depth': 2, 'learning_rate': 0.260693194552722, 'n_estimators': 441, 'colsample_bytree': 0.5727869385371704}. Best is trial 17 with value: 0.8666666666666666.
